cod_alu
2020008719
2016319144
2020003062
2019313839
2017055309
2014333184
2020006911
2020006948
2019316527
2019317123
2019320434
2017051615
2017052149
2017053645
2018039291
2020006792
2016315049
2018036576
2018040046
2015332858
2020004585
2020003958
2019316322
2015337433
2016324654
2018038302
2015331139
2018040055
2019312165
2015336516
2015336249
2016318432
2016318619
2020004793
2020004893
2019317809
2018032552
